6427	في بالي شيئين احسهم فرض على كل شخص ف تويتر مو مخيّر فيهم ؛<LF>طالما انك تابعت شخص بارادتك وبدون ما احد يجلدك ويقولك تابعه ف انت يا قول خير يا الغ المتابعه ، وطالما الشخص اللي تابعته رد الاضافه مايعني مسموح لك تسب وافتراضاً منك هو بيقرا سبك . لان والله عيب السب اكبر من انه يكون في	NOT
6428	@USER واقسم بالله تجى السودان نضربك بالشباشب ونقلعك عارى لاخذ حق اليتامى والفقراء يا شحات يا فاسق ..دولارات مافى وكل فلس سرقتوا من السودان ستطفحه من دمك ودم اسرتك يا ماكلين فلوس الحرام والسحت لعنك الله	OFF
6429	RT @USER: يا نُورُ يا قُدُّوسُ، يا اَوَّلَ الاَْوَّلِينَ وَيا آخِرَ الاْخِرينَ، اَللّهُمَّ اغْفِرْ لِي الذُّنُوب الَّتي تَهْتِكُ ال…	NOT
6430	"يا كلّ كلّي يا سمعي و يا بصري<LF>يا جملتي و تباعيضي و أجزائي<LF>يا كلّ كلّي و كلّ الكلّ ملتبس<LF>و كل كلّك ملبوس بمعنائي" 🐥	NOT
6431	RT @USER: يا ريت بس يا اخوانا نفتكر ان الفوز دا هيبقي بتوفيق ربنا..<LF>فا ياريت ما تنسوش الدعاء ليهم<LF>واخوانا اللي هيحضروا الماتش ف…	NOT
6432	RT @USER: #شكرا_لاعبي_الهلال 💙<LF>شكراً يانجوم ، شكراً يا ابطال <LF>شكراً يا مبدعين ، شكراً يا رجال <LF>اللوم فقط على المدرب السباك URL…	NOT
6433	حرفيًا مو قاعده أعيش يا نايمه يا فيني النوم يا بنام يا توني صاحيه من النوم و بعدييييين؟؟؟	NOT
6434	يا انا بارد يا هنا ال2 مايأثرنش URL	NOT
6435	RT @USER: السلام عليكم<LF>اليوم جمعة وأكثرو من الدعاء لأن كثرة الدعاء تدفع البلاء....<LF>............<LF>اللهم إني أسألك يا الله يا واحد يا أحد…	NOT
6436	يا بعيد الدار يا جار الشعور<LF>ياحبيب القلب يا عين المطيري .	NOT
6437	@USER حبيبي قلبي يا خلو يا عسليه وانت طيب يا قلبي ❤❤😍	NOT
6438	صباح الخير يا حلو يا قنفذه يا سكر يا قشطه — قنفذ😂❤️❤️❤️ صباح الورد URL	NOT
6439	@USER 🤣 طيب سؤال ليش مظليلين وجهه ؟؟!! و بعدين مو ناقص إلا يقول أنه "أمريكا الله يجيزها الخير كانت تقتلنا فقط وما كانت تقتل المدنيين أبدا بالعكس كانت ترمي ورد و فل و ياسمين علينا بين الفترة و الثانية " الله يلعنكم يا صهاينة العرب يا عبرية , يعني ح	OFF
6440	ايه يا هيك يا قلبي — 👀😂💛 URL	NOT
6441	@USER م انت لما بتعوزي مني حاجة او كده تفضلي تقولي يا نودي يا معرفش ايه حاجات كده 😂😂😂	NOT
6442	الله عليك يا ابو الشوق يا عالمي 👏👏👏🕺🕺 URL	NOT
6443	RT @USER: الناس وصلوا القمر وإحنا قاعدين نتضارب هل بطني تعورني والا يعورني يا عرب يا جرب يا أمة ضحكت من جهلها الامم <LF>كلنا عارفين انها تعو…	OFF
6444	هالخبيث الفاسق المارق المائل المميل اليهودي الغادر شبك الدنماركيين مع المسلمين بفعله المشين .. اللهم يا عزيز يا قوي يا جبار ان تبليه بما اقترفت يديه بلوى لا يكون فيها حي ولا ميت .. ولا يكون شفاءه الا بآيات الذكر الحكيم وما يحصلها <LF>#الدنمارك	OFF
6445	الصورة من ٥ سنين <LF>ياريت كل موقف علمتني فيه حاجة كنت اتصورت معاك <LF>ياريت كل وقت عدي معاك بصور <LF>عشان تبقي معايا دايما <LF>الله يرحمك يابوي وعمي وصاحبي <LF>الله يرحمك يا اسد يا جبل يا كبير المقام <LF>😥😥😥 URL	NOT
6446	@USER @USER طيب انا عندى ٣ اخوات صبيان خدى واحد منهم وادينى أخت من عندك عشان يتقالك يا عمتو وانا يتقالي يا خالتو 🙏🏻😍	NOT
6447	@USER يا وسخ يا عديم الاحساس يا معرص حس علي دمك	OFF
6448	@USER يا ذكي يا فهمان كيف بتعيش الزراعة بلا مي<LF>#عبودي_وهاب_وجهان_لعملة_واحدة	NOT
6449	قلبي، لئااه 💅🏼💅🏼 يا اشرار يا اعداء الكب كيك و النوتيلا URL	NOT
6450	RT @USER: والله يا بت الناس<LF>والله يا بت الناس<LF>والله يا بت الناس<LF>لمن اجي اقول ليك و انتي في الشارع "لبستك غلط" ولا حاجة زي دي<LF>دا ما خوف…	NOT
6451	يا سادتي يا أصاحبه الغالين <LF>يا الزايرين .. اللي تمروونه <LF>َ<LF>يا ناس يا شعّار .. يا عالم <LF>ردوه .. إذا ممكن تردونه <LF>َ<LF>يمسح دموعي من قبل لا أبكي <LF>ويقرا قصّيدي قبل .. تقرونه <LF>َ<LF>أواعده وأكلمه .. وأجيه <LF>وصديق " ليلاتي " تيليفونه	NOT
6452	@USER استغليت فرصة تصويرنا للفيديو الي استغرقت مسك جوالات لمدّة ٣٠ ثانية ورحت صورتنا .. يا عيب الشوم عليك يا ابو عادل .. عزيز	NOT
6453	@USER يا الله يارب يا كريم URL	NOT
6454	وقفت على بابك أقرأ كتابك يا إمامي يا حسين فشغلني جمال سطره الأول عن باقي السطور، لعلك كتبته وأنت تحت الكساء بمباركة من كان تحت الكساء، فطوبى لمن قرأه بتدبر واعتناء .	NOT
6455	صباح النشاط والحيوية وعيونكم الحلوة الوردية صباح الراب لكم يا متابعيني يا احباب كل عام وحنا من قلوبكم اقراب💛💛💛😇	NOT
6456	يا عمري يا روحي يا عقيد 😩😩😩😩	NOT
6457	عودة المتعة و الاثاااارة<LF>شاهد لايف مباراة #مانشًستر_يوَنايتد_برَشلوًنه <LF>يا اصحابي يا اصدقائي الاعزاء تم تغيير البث بسبب الفصل<LF>روابط البث ↓↓<LF>بث للهاتف📱 URL<LF>بث للكمبيوتر 🖥️ URL<LF>رتويت🔃ولايك❤️ URL	NOT
6458	RT @USER: يا وَصيَّ الحَسنِ والخَلفَ الحُجَّة، أيُّها القائِمُ المُنتَظرُ المَهديُّ يا بن رَسولِ الله يا حُجَّة الله على خَلقِهِ…	NOT
6459	@USER انا بتفرج علي ديڤيد سيلڤا من اول لما قال يا كورة يا درش مفاتنيش ولا حاجة انا بس اللي بحبه شويتين 😂	NOT
6460	يا رب ارزقني يا الله اهل الخير القلوب الرحيمه ما راح ياس من رحمه الله سبحانه	NOT
6461	RT @USER: يا كاشف السوء، يا قاضي الحاجات، بك أنزل حاجتي وأنت أعلم بها فاقضها يا رب يا كريم.	NOT
6462	RT @USER: الحمدلله ع الفوز أدى التحكيم الأفريقي عليا وعليك يلا يا فيران يا حلوين علي جحوركم ولف وأرجع تاني😂😂😂	OFF
6463	@USER يا فضحي فضحاه يا فضحي فضحاه	NOT
6464	@USER الله يسلمك يا ول يا حبيب قلبي 💖💖	NOT
6465	__اه يا زمن معيوب يا ايام سفيها. <LF>_يادنيا مقلوبة عليها في وطيها. <LF>_بقي يسرقونا ويتهمونا احنا فيها. <LF>_وغفرها حراميها وكبيرها خاطيها. <LF>_الاغراب بيكلوا لحمنا ويحرمونا. <LF>_وبيشربوا من سيل عرقنا ودمانا. <LF>_نهوي بكرباك نهوي بيقومونا. <LF>_وازاي نقوم وهمومنا دي مكومانا. <LF> ___الوسية URL	NOT
6466	@USER منورة تويتر يا آيات يا ترى حترجعى مصر امتى	NOT
6467	اه يا سيد يا معزه يا وسخ	OFF
6468	RT @USER: @USER يا دكتور يا راقي لو الموضوع حا يقتصر على كده يبقى ماف مشكلة. <LF>لكن الخوف بعد شوية سواق البص يجيب ليهو أمور بتاع…	NOT
6469	@USER ايوة يا تيفا يا سجل يا مدنى محافظة الجيزة بضواحيها	NOT
6470	يا عطش العمر يا قصائدي المؤجَّلة.	NOT
6471	@USER يبعتلك شلل رباعي يا منافقة يا مساحة الجوخ يا انبطاحية....طالعة ع البابا تبعك أول من مسح جوخ لحافظ الجحش	OFF
6472	@USER @USER تخليتي عن ٤ مليون يا خنيثة يا جبانة لا تتنبأين مرة ثانية	OFF
6473	@USER شوف يا كريه يا حيوان تراك غبنتي المشكله اني شايفه URL	OFF
6474	@USER يا إخوان يا ريت تعطونا تردد قناة عز<LF>الي نشرت المقطع	NOT
6475	@USER يا ابو محمد يا رفيقي 😍<LF>كرت احمر مفترض لحسين<LF>بلنتي في الشوط الثاني لم يحتسب للهلال<LF>كل قررات الشوط الاول صحيحة باستثناء الطرد لحسين بسبب دعس قدم بوتيا واللي تجاهله الحكم<LF>اعرفك سابقا برغم اهلاويتك محب للهلال ايام رئاسة عبدال	NOT
6476	يا رضاي و يا عنادي ..	NOT
6477	الْجِسْمُ في بَلَدٍ والرُّوْحُ في بَلَدِ<LF> يا وَحْشةَ الرُّوْحِ، بَلْ يا غُرْبَةَ الْجَسَدِ <LF>#ابن_عبد_ربه_الأندلسي	NOT
6478	@USER يا ويلي ويلاه يا قلبي اموت انا واعيد السنه	NOT
6479	RT @USER: السلام عليك يا سيدي وسيد الاءسياد <LF>اشتقنا لجيرتك والله اشتقنالك سيد نصرالله ،جار الرضا يا جارنا يا حامي كل ديارنا منحبك والل…	NOT
6480	@USER السودان ا نكرت الخبر دا يا كداب يا منافق يا ملك التعريض	OFF
6481	@USER يا واد يا سادي يا متوحّش . عو	NOT
6482	@USER @USER @USER لا دى الداتا يا سونة يا حبي .. مش كنتي بتنامي ف الواتس 😂	NOT
6483	وبعدين في الليلة اللطيفة دي 🌚🌚🌚 هفضل تعبانة كدا كتير م هو يا تشتي يا تشتي مفيش حل تالت	NOT
6484	@USER ما أنت بتتريق أن الدي أم عنده رجالي 😂😂 يبقي عندك العكس يا ذئب يا محطم قلوب العذارى يا سفاح بورسعيد 😂	NOT
6485	RT @USER: 👧🏻 : حبيبي دعيت لي في الصلاة ؟!<LF>👨🏻 : أنا أدعيلك في كل خطواتي <LF>خف علينا ياطيور الجنه <LF>يالشعراوي يا إبن تيمية يا نور الإيمان <LF>يا…	NOT
6486	RT @USER: كل حاجة " منتهاها " للنصيب <LF> " القدر " يا يآصلك يا تآصله <LF>إن كتبها الله تجي لك من قريب<LF> و إن منعها الله فلآ هي حاصله	NOT
6487	يا ابو قلب طيب يا غني بالرحمة جيت كليلتني❤	NOT
6488	RT @USER: @USER يا حبيب الشبابيين يا أبو الوليد .🖤😍	NOT
6489	@USER يا بنت المحظوظة يا شيرى زمانك مقضاياها 😂 URL	NOT
6490	يا مرهف الاحساس يا من بلا اشباه <LF>قيد الحبايب في المحبة حريري 🎼	NOT
6491	@USER @USER حضربك بالجزمة على دماغك يا رخم يا جزمة ما تيجي انت و طليقتك و تشاركوا في البرنامج حتكون أهم حلقة و احلى وحدة رح تشبع سب و شتم يا معقد يا منفس🤣🤣🤣	OFF
6492	@USER يا صبر الارض يا ناصر تغريدتك مالها داعي	NOT
6493	فضل يا فضل يا ولد شاكر تعبت قلللللللللللللببببيييييييييي	NOT
6494	يا كلّ الكلام العذب يا الضِّحكة الرايقـه <LF> يا أجمل معازيف الصّـبح يا حَبيبـي💗	NOT
6495	يا الله يا رحمٰن يا صمد <LF>نهايةً لهذا الشعور المؤلم المُتعب <LF>#دعاء	NOT
6496	@USER @USER ترى ماهو بشطارتك فزت يا فار يا مرتشي يا حرامي البطولات	OFF
6497	@USER يا وقحه يا وقحه شفيكم انتو اليوم كلكم وقحين كلتبن.	OFF
6498	@USER اخزاك الله يا حشاش يا نسل ابو لهب وابي بن سلول ..اسال الله العظيم ان يجزيك عاقبة تدليسك ونفاقك ...نعوذ بالله من عمى البصيرة	OFF
6499	@USER @USER جرا ايه يا معاذ يا حبيبي مالك كدا 😒 و انت يا اسامه شغال معاه 😂💔	NOT
6500	@USER ست الحبايب يا حبيبه<LF>يا أغلى من روحى ودمى<LF>يا حنينه وكل طيبة يارب<LF>خليكي يا امى ياست الحبايب يا حبيبة يا حبيبة<LF>#ربنا يبارك فى والدتك<LF>ويرزقها الصحة والعافية<LF>والعمر المديد 🙏🌷<LF>ويجمعكم على خير 🌷	NOT
6501	@USER @USER @USER يا رب يارب يا أرحم الراحمين.<LF>لا بأس طهورا إن شاء الله <LF>اللهم آمين ثم آمین يارب العالمين	NOT
6502	هلال زوران ٢٠ دقيقه على باب واحد يا ادارة الهلال يا فيكم احد يفهم كوره ولا احنا مانفهم #الهلال_والاهلي	NOT
6503	يا قاهرهم يا فودي 💛🖤<LF>@USER URL	NOT
6504	-كنت مروقه قبل لا يسنب ابشرك <LF>-اشكرك على هالمعلومه 🥵<LF>-وهذا ايش ؟ يا ام كرامه صفر يا تبعيه يا بقره يا همجيه يا اللي مالك كلمه ولا رأي URL	OFF
6505	RT @USER: يا وطني العزيز يا أول واخر....<LF>#اعتصام_القياده_العامه <LF>#لم_تسقط_بعد	NOT
6506	تمسكه ما تمسكه هذا اشلون نمسكه 😂 يا حبني لك يا فيلا URL	NOT
6507	بذلة عسكرية وسط الزحام ..<LF>حياة مليئة بالأشواك هموم فوق الهموم طافحة على العيون لكن بين العيون تلاقي الحنين حاضر تمام <LF>وردة وسط الشوك ..!<LF>هي كتفك يا أبويا يا شقيان<LF>شاب الجسد لكن روحك مُنهكة من الهموم <LF>كهل الجسد و روحه تحتويك و تبقى الأمان <LF>هي دي الحياة إللي مش هتلاقيها في أي مكان URL	NOT
6508	112 سنه يا فخر البلد ديا يا نادي الوطنيه ♥<LF>#١١٢_سنة_اهلي	NOT
6509	RT @USER: #صدق_المثل يا مأمنة للمَي بالغربال يا مأمنة للرجّال	NOT
6510	RT @USER: @USER الف مبروك يا هيام يا قمر ربنا يتمملك علي خير ❤	NOT
6511	يا جيشنا يا غالي دم الشهيد غالي #اعتصام_القياده_العامه	NOT
6512	@USER اين الشماتة يا اهطل يا حقير هذه دعوة ان يكون مع قوم احبهم	OFF
6513	@USER يا مشردة يا لاجئة والله لا انتي ولا حزبك يعيشون ربع عيشتنا ولله الحمد	OFF
6514	RT @USER: يا يمين المجد يا فخر السيادة<LF>اختصرت القول في جملة مفيدة:<LF>(في ذرا الله ثم ذرا رمز القيادة<LF>الملك سلمان ومحمد عضيدة)<LF>🇸🇦	NOT
6515	@USER الف سلامه عليك يا عملى يا احرف دفندر فى الدنيا 😍🇦🇹😍🇦🇹 قلبى الزمالك النابض	NOT
6516	RT @USER: @USER اللهم يا أمان الخائفين، يا جار المستجيرين، يا رجاء السائلين، يا عون المستغيثين، أسألك يا رب توبة تطهر بها…	NOT
6517	RT @USER: وحدة من الثنتين يا سمك يا صاجية .. URL	NOT
6518	#حفل_خالد_عبدالرحمن_نجران<LF>يا منظمين يا هيئة يا مسؤولين منجدكم ؟؟؟؟؟؟ ذا تنظييييم يليق بشخص مثل خالد عبد الرحمن ؟؟؟؟ 🤦🤦🤦	NOT
6519	يا عظم الفرحة و يا قلّ الكلام ، أنا رسميًا تخرجت🎓♥️♥️ URL	NOT
6520	@USER @USER مو متأكد بس يا طبيب يا حق لياقه اشوفه دايم بالصور	NOT
6521	To the dogs of Chelsea idiots criminalsهذا هو صلاح يا معذبهم يا صلاح انتم الارهابيين انتم العنصريين انتم المجرمين	OFF
6522	@USER @USER 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 يخربيت امك يا عوض هههههه، واحد يا حنو 💙	OFF
6523	يعني يا دكتور يا فاضي يا مريض تحط محاضره بأخر أسبوع واخر محاضره واخر الوقت وش بيتغير فيها الله يغثك اللله يغثك	OFF
6524	RT @USER: -٤ يا لطيفة الملامِح ، يا حُلوة المبّسم💙💙@USER	NOT
6525	يا بخت قطر فيك يا زاهي الوصف<LF>محظوظةٍ تصبح وتمسي بوجودك 🖤.	NOT
6526	RT @USER: من سكون السجن صوتى نبض قلبى من تابوتى ربنا يفكها عليك يا سلسولة يا حبيبى طولت وباخت أوى والله URL	NOT
6527	RT @USER: أرجع يا زمن ، وحن يا ماضي💙💔<LF>#كلنا_سامي_الجابر URL	NOT
6528	RT @USER: يا ساحر العينين يا حالي المبسم<LF>القلب في حبك خلاص هايم ومغرم<LF>ag7	NOT
6529	@USER @USER وووووووو يا عارفني يا قاريني من عيوني يا منيتي	NOT
6530	@USER بأي حق قناة حكومية رسمية مشغله مشجع بعقلية مراهق متعصب لناديه<LF>خلي الطواقي الله لا يوفقهم يفتحوا قناة ويعينوك فيها يكون الوضع طبيعي ومقبول اما في قناة رسمية مو من حقك يا طاقيه يا خايس يا اغبى مذيع مر بالاع لام<LF>الله ياخذك وياخذ ناديك ال	OFF
6531	@USER @USER يا عمري عليك يا فابري و الله ياخذ ساري و جورجينيو	NOT
6532	@USER يا اخوي يا بو فيصل ترا مو بس منبوذ في السعوديه لا حتا في بعض الدول العربيه و الاجنبيه.. بس فين عنهم و عن اللجان الفيفا...	NOT
6533	لما بترجع تتكلم مع حد كان غالي عندك بعد فترة قاطعين مع بعض، النتيجة بتبقى يا حلوة اوي يا وحشة اوي، يا هتحس انك رجعت بيتك يا هتحس بغربة .	NOT
6534	أنا عايز أكون أو لا أكون .. يا أعيش حر يا أعيش مدفون	NOT
6535	اصبحت خريجه ترفع قبعة تخرجها و تحقق احلامها مُبارك تخرجك والي مستقبل مشرق باذن الله يا أحلى من تخرج  يا ألطف من الورد يا أجمل خريجه مرّت على كُل الأعوام ألف مبروك حبيبة قلبي 😢💛💛💛🎓 @USER URL	NOT
6536	@USER <LF>انت ياض يا علق يا مش عاايزين فزلكة😒	OFF
6537	RT @USER: @USER يا عيني يا أبو هادي، السلاح ذا مستحيل العب فيه كيف تلعب فيه كذا 💔	NOT
6538	اللهم يا حيّ ، يا قيوم ، يا ودود ، يا من هو فعّال لما يريد .اللهم إنا نسألك بأسمائك الحسنى واسمك الأعظم .اللهم يا منشئ السحاب ، يا هازم الأحزاب .اللهم اهزم الظالمين في كلّ زمان ومكان ، يارب العالمين .اللهم انصر عبادك المظلومين	NOT
6539	هم عربنا يا يا خايفين يا يستعبطوا، وكِلاهما لا خير فيهما. URL	NOT
6540	RT @USER: @USER أمه وأخته تناشدان كل الضمائر الحية لاعتاق رقبة عبد الكريم الشمري <LF>يا قبائلنا الأصيلة<LF>يا أهل الخير <LF>يا من ترجون من الله…	NOT
6541	اللهم يا رحمن يا رحيم انظر #لأبي بعين رضاك وانزل على قبره الفرح والسرور والنور اللهم وانشر عليهم السكينة والطمأنينة الى يوم القيامة واجعل انهار من الحسنات عليهم الى يوم يبعثون امين.	NOT
6542	يا حُب .. يا دُنيا جديدة <LF>يا احلى .. يا احلى ابيَات القصيدة <LF>إن كان جرحي ما كفّى .. انزف لك جروحٍ جديدة <LF>وإن شعري ما وفى انسى الحِكي وانسى القصيدة .	NOT
6543	يا كثر الأزوال يا حبيبي .. لكن محدِن مثل زولك	NOT
6544	آهٍ يا مصراتة يا مصنع الرجال والأبطال . URL	NOT
6545	فينك يا علولي<LF> فينك يا مروان محسن <LF> فينك يا ازارو هتقطع التيشيرت في دقيقه كام 🤣🤣🤣😂😂😂 URL	NOT
6546	#<LF>السلام عليكم ورحمة الله وبركاته<LF>اللهم يا الله ياغفور يا رحيم <LF>يا ذا العرش المجيد يا فعال لما تريد يا ذا البطش الشديد يا من نور وجهه ملأ اركان عرشه اسألك بهذه العزة والقدرة والعظمة واسمك الاعظم ووجهك العظيم ان تغفر لنا ولوالدينا الاحياء منهم والاموات ولأمواتنا جميعا ولمن وصانا	NOT
6547	@USER اللهم إني أسألك الصبر عند القضاء ، و منازل الشهداء ، و عيش<LF>السعداء ، و النصر على الأعداء ، و مرافقة الأنبياء، يا رب<LF>العالمين أمين يا ارحم الراحمين	NOT
6548	رجعنا التخريب قلتها قبل يا ناخذ الدوري يا نخرب قبل امس<LF>أمس شفنا مهزلة التحكيم وما تكلمنا واليوم تنقل مباراة ليش تم نقل مباراة #النصر_الفتح الى الملز؟؟	NOT
6549	@USER يا عم براحتك يا عم 😂	NOT
6550	قووووووووووووووووووووول قوووووول يا يحى يا ابرد لاعب في العالم	OFF
6551	@USER المهم ايه اللي بعد الموت... يا جنه يا نار <LF>يا عذاب يا نعيم.. اللهم احسن خاتمتنا جميعا	NOT
6552	يا بعدك يا استاد الملك فهد💔	NOT
6553	يا كراش يا قمر 😂😂😂😂 — بس عيب 😂😂😂 URL	NOT
6554	RT @USER: طول العمر طول الدهر معاك يا النصر للابد <LF>معاكم يا أوفياء يا الكيان الكبير <LF>الشامخ مرجله والنصر ورجالاته معك عطيتنا ال…	NOT
6555	لا تستهين بالدُعاء ولا تعتقد أن كفّين رفعتهُما سترجعان لكَ خائِبتيّن اطمئِن الله يسمع صوتكَ يعلمُ مافي قلبك وهو على كل شيء قدير✨ <LF>فقط ردد بيقين يا مغيث.. يا الله💫 <LF>اللهم صل على الحبيب محمد وعلى آله وصحبه وسلم تسليما كثيرا💟	NOT
6556	RT @USER: الويكند يا منخفضات يا نهاية العالم، ممنوع ننبسط URL	NOT
6557	@USER البنت قالت لأمها " عايزة فانوس يا ماما يا كوفتس " ؟	NOT
6558	RT @USER: ياشقى هـ القلب ياسر السعاده<LF>يا دواء هـ الروح ياعطر الزهــر<LF>يا عسل يا مـلح يا ســـكر زياده<LF>يا سنين العـمر مرت في شـهر<LF> #سعد_…	NOT
6559	@USER يا زينك و يا زين كلامك يا سيدنا ❤️❤️ركزوا على النقطه الاخيره من كلام عمنا 💛💛	NOT
6560	@USER يا رب يخليك يا أيمن ويباركلك فى عيالك ويفرحك بيهم	NOT
6561	RT @USER: يا تفاصيّل الفجر يا ضحّكة النُور.	NOT
6562	@USER يا ادبي يا حلو😉😂&lt; ترا ما نسيت بسوي لك حفل استقبال .	NOT
6563	يا واحد يا أحد يا صمد يامن لم يلد و لم يولد و لم يكن له كفوا أحد أنت تعلم ماقدمته إبتغاء وجهك فوفقني وأفتح لي أبواب رزقك أناوكل مسلم ومسلمة URL	NOT
6564	يا وجهي المفقود يا امرأتي التي<LF>في شَعرها ، نامَ الزمانُ الواعي<LF>يا نخلةً ما بين سيفنِ انثنتْ <LF>وتجذّرتْ بملامحي ونخاعي<LF>أنتِ القصيدةُ والقصيدةُ حُـرّةٌ<LF>وأنا بحسنكِ ، أقدّسُ الخلاعِ<LF>لا تقنعيني وافهميني جيدًا<LF>من عِفتُهم ، قد حاولوا إقناعي	NOT
6565	@USER @USER @USER @USER يا ربيع يا اسماء ربيع 😂😂	NOT
6566	RT @USER: @USER @USER @USER @USER يخلص علي كدة الاول يا اماني يا مسهل يارب يا كسوفك يا طلبة قولتلو والله ا…	NOT
6567	العميلة رديت عليها في ثوانى<LF>ويعتالى ست صور ارد على كل واحدة واقول السعر قبل الخصم وبعد الخصم<LF>وفي الآخر تقولى شكرا وتبعتلى وردة<LF>شكرا يا مصر<LF>شكرا يا بنى ادميين	NOT
6568	سيرسي لانيستر للنايت كينج : هطلع دين امك في معبد بيلور يا يهودي يا ابن اليهودي انت و دينيرس وهطلع علي وينترفيل انا اللي حررها يا كلب يا ابن الكلاب يا نجس URL	OFF
6569	RT @USER: رمضان يا ململم قلوُب الجميع يا قصة الجنة نشتاق لروحانية مسائك و التراويح أقبّل فشوقنا لك قد فاض اللهم بلغنا شهرك ونحن بكا…	NOT
6570	@USER يا رب دايما يا جميلة 😂🌹🌹<LF>ربنا يسعدك	NOT
6571	يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى يا باى	NOT
6572	@USER يا مساء الفل يا فادي عايز اسمع اي حاجة لحماقي #الصبحبالليل	NOT
6573	RT @USER: وفين انت يا نور عيني .. يا روح قلبي فين 🎧 URL	NOT
6574	@USER أخذها منك يا ضعيف يا فاشل وجاي المونديالي يخدم نفسه ويلقمك هيا وأبشرك ما حتستمر بيها بمستواك الرمة	OFF
6575	@USER ماتفهمون الا بنعله على روسكم اعرفكم يا القواطي يا الزبايل 😂😂😂 اووووووووووووص صداره بس ولانفس يا الحفاظه	OFF
6576	RT @USER: جماهير الدنيا بحالها محدش بيحصل فيهم الي بيحصل لجماهير اعظم نادي في الكون !! شايفه يا بلدي <LF>احيه يا بلدي #احموا_جمهور…	OFF
6577	@USER اضرااب يا بدري .......و اكتب يا تاريخ اشهد يا زمان من لا يعشق الزمالك ليس انسان	NOT
6578	عنزة ' كل لقوم ولا عنزة. يا ذيب يا عاوي في مرقب عالي وليا عوى الذيب لا تأمن عواقبها. حنا بني وايل لطامة العايل ركابة الخيل لقلت ركايبه .	NOT
6579	@USER هولع انا والصور خلاص يا محماا يا محروس خلاص 😂😂😂😂😛💔💔💔	NOT
6580	RT @USER: م هو انتوا لازم تشفولنا حل يا تجوزونا يا تعملولنا شندوتشات حلاوة بالقشطة 😂😂💔	NOT
6581	@USER وانتي طيبة يا منمن يا هبلة😠😠 وخليكي فاكرة كده دايما ان كل سديهاية عندي قصادها عشرة وفكري كويس😂😂😂💔⁦❤️⁩	OFF
6582	@USER عاوزين هداف الدوري يا ابو صلاح يا عالمي 😍😍😍😍	NOT
6583	اللهم يا الوالي الرزاق يا ولي نعمتنا أجعل قضاء القروض والهموم برداً وسلاماً كما جعلته النار برداً وسلاماً على أبو الأنبياء إبراهيم عليه السلام اللهم آمين #اسقاط_القروض_لليوم_129	NOT
6584	جيتك يا غالي .. يا زهوة بالي .. نبيك حلالي .. غصبا حتى ع النقاره ... جاااايك🎼 URL	NOT
6585	RT @USER: الماضي ممكن يوجع، لكن من وجهة نظري يا تهرب منه يا تتعلم منه. URL	NOT
6586	يا ظِلّي يا داري ، يا أجمّل أفكَاري	NOT
6587	يا عزتي لك يا ادواردو رجعت محور مره ثانيه	NOT
6588	@USER يمعوده جاي صدفه يا جاسوس يا مدزوز حبيبتي 😅😅😅 ظلمتيني 🤦🏻‍♂️	NOT
6589	قوم شوف شغلك قوم يا ملحد قوم يا مرتد قول على حيلك <LF>تف تباً لكم حيثما حللتم	OFF
6590	يعني يا انا حماره يا هو حمار ٣ واجبات في يوم واحد كيف متحمس الاقرع URL	OFF
6591	@USER يا غداره يا غداره تركتي قلبي في ناره 😔	NOT
6592	@USER بس يا بواب يا ابن ستين وسخه <LF>دى جزمتها انضف من امك	OFF
6593	@USER @USER @USER صدق الحجاج بن يوسف الثقفي عندما قال ( يا اهل العراق يا اهل الشقاق والنفاق ومساوئ الاخلاق )	OFF
6594	#صباحيات<LF>إلى أمي أود أن أخبرك بشيء<LF>لم أستطيع أن أجد قلب مثل قلبك <LF>فأنتي حبك لي نابضا بكل حالاتي<LF>(في حزني وبكائي وفرحتي وابتسامتي وقهري وجنوني وعصبيتي)<LF>سامحيني يا أمي عندما بحثت عن قلب يشبهك ولم أجده سامحيني يا جنتي يا ثمرة فؤادي<LF> ابنتك أسماء🌹❤❤❤❤❤❤❤❤🙏 URL	NOT
6595	يا خالقنا يا رب <LF>لعبيدك أنِر الدرب..	NOT
6596	@USER بإذن الله هنكسب <LF>ونعرف كل شخص حجمة <LF>معنااا يا رب نكسب معانااا يا رب نكسب	NOT
6597	RT @USER: الان زحمه عند الملعب لكن راجع لكم يا فقراويه يا كلااااب يا مهااااطيييه	OFF
6598	RT @USER: يا قاضي الحاجات و يا مجيب الدعوات لا تدع لنا يارب ذنباً إلا غفرته و لا عيباً إلا و سترته و لا مريضاً إلا شفيته و لا ميتاً…	NOT
6599	إن لله وإن إليه راجعون اللهم اغفر لنا ذنوبنا ووتب علينا إنك أنت التواب الرحيم واحفظنا بحفظك والله اني ارتاح لما اسمعهم يذكرنا الصلاة يا عباد الله وارتاح الله يرحمك ويغفر لك ويسكنك فسيح جناته يا أسد السنة يا أميرنا نايف فقد كان يرفض اللي حصل😭 URL	NOT
